#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:primates" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:primates" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:primates" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.primates" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:primates" name="distribution" x="@birthRate.t:primates">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:primates" name="distribution">
#            <parameter id="clockRate.c:primates" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.150" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="auto_name_1.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:primates">
#            <taxonset id="auto_name_1" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Tarsius_syrichta" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Lemur_catta" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Homo_sapiens" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Pan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Gorilla" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Pongo" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Hylobates" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Macaca_fuscata" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="M_mulatta" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="M_fascicularis" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="M_sylvanus" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Saimiri_sciureus" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.151" name="distr">
#                <parameter estimate="false" id="RealParameter.300" name="mean" spec="beast.core.parameter.RealParameter">15.0</parameter>
#                <parameter estimate="false" id="RealParameter.301" name="sigma" spec="beast.core.parameter.RealParameter">0.025</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@primates" id="treeLikelihood.primates" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:primates">
#            <siteModel id="SiteModel.s:primates" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:primates" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:primates" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:primates" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:primates" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:primates" id="StrictClock.c:primates" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.primates	TreeHeight	YuleModel	birthRate	logP(mrca(auto_name_1))	mrca.age(auto_name_1)	clockRate
7308000	-6470.623889288223	-6437.0379521502455	-33.585937137977034	-6437.0379521502455	14.960234143695512	-35.09081939678296	0.11441619466098596	1.5048822588059254	14.960234143695512	0.014125243069872171
7309000	-6472.628259505239	-6438.975087200382	-33.6531723048564	-6438.975087200382	15.007107239415653	-36.382702944076534	0.17593059892604884	2.7295306392201337	15.007107239415653	0.015366329142437967
7310000	-6470.721693735693	-6438.579443865924	-32.14224986976911	-6438.579443865924	15.004489557228572	-34.89606589139147	0.13335055509319854	2.753816021622364	15.004489557228572	0.014736929552288046
7311000	-6470.386839356536	-6437.997070648043	-32.389768708493655	-6437.997070648043	14.993067675421186	-35.12126393015009	0.12300656833495781	2.7314952216564357	14.993067675421186	0.01558733924041459
7312000	-6468.635941445786	-6435.577579861652	-33.05836158413306	-6435.577579861652	14.968279172759157	-35.0233338003676	0.09502430771803669	1.9649722162345427	14.968279172759157	0.01457814373794114
7313000	-6474.260035481646	-6439.276368393797	-34.98366708784844	-6439.276368393797	14.963045237344636	-36.661084422426256	0.18793812681542085	1.6774173345778147	14.963045237344636	0.015538934888297003
7314000	-6468.302210120475	-6436.137271949222	-32.164938171253624	-6436.137271949222	15.023009158167897	-34.51134200448666	0.1279771461720614	2.346403833233037	15.023009158167897	0.015724951728940128
7315000	-6476.0807214412325	-6438.463040312936	-37.617681128297065	-6438.463040312936	14.919814384542915	-35.24383570822118	0.13358238733742836	-2.373845420075889	14.919814384542915	0.015107308126283154
7316000	-6469.315470007564	-6436.960809473116	-32.354660534448044	-6436.960809473116	15.010670135007146	-35.033520030500725	0.14176653928090766	2.678859496052684	15.010670135007146	0.014195375149211419
7317000	-6469.941363911525	-6437.536224717886	-32.40513919363842	-6437.536224717886	15.011667532271852	-35.066175067095905	0.15415999970296063	2.6610358734574886	15.011667532271852	0.01509552439743054
7318000	-6467.467952448463	-6435.138419143511	-32.329533304951795	-6435.138419143511	15.013763814169115	-34.94792016147551	0.12941986607159228	2.6183868565237143	15.013763814169115	0.015078201113963975
7319000	-6469.673700488991	-6438.125246082802	-31.548454406189144	-6438.125246082802	15.001654391862926	-34.316205717149515	0.12964407909796266	2.76775131096037	15.001654391862926	0.01513092100746712
7320000	-6469.657016740871	-6437.754761410715	-31.90225533015539	-6437.754761410715	14.990845999495384	-34.60515967087385	0.11125332749283409	2.702904340718462	14.990845999495384	0.0146538998142618
7321000	-6471.2991885217425	-6439.478189931278	-31.820998590464217	-6439.478189931278	15.002193323386999	-34.587090977389515	0.11858619396972861	2.766092386925298	15.002193323386999	0.015922936678068624
7322000	-6471.906232124857	-6438.855624832491	-33.05060729236529	-6438.855624832491	14.98555835450984	-35.653699313703775	0.16673181585161667	2.603092021338483	14.98555835450984	0.015681026269314568
7323000	-6471.071678686916	-6437.483737998355	-33.58794068856158	-6437.483737998355	15.040003127041679	-35.07768147098068	0.09699878894487265	1.4897407824190985	15.040003127041679	0.014958796134049757
7324000	-6469.653427318189	-6435.508233135099	-34.14519418308976	-6435.508233135099	15.033292076739308	-36.02844520510626	0.16140897493310288	1.8832510220165029	15.033292076739308	0.01461907590175101
7325000	-6467.820157429051	-6434.999616350588	-32.820541078462476	-6434.999616350588	15.020267163303265	-35.26187567268278	0.16212508483138663	2.4413345942203035	15.020267163303265	0.014942526498426898
7326000	-6470.853179815535	-6435.584882800955	-35.26829701458098	-6435.584882800955	14.969958766690617	-37.31625737649121	0.20496650395398933	2.0479603619102313	14.969958766690617	0.01536267246811069
7327000	-6467.14830089273	-6435.211873441395	-31.936427451334588	-6435.211873441395	15.001018420876036	-34.705538627379255	0.13913354719057136	2.769111176044666	15.001018420876036	0.01594411452459242
7328000	-6471.760563825067	-6438.8901969652325	-32.8703668598345	-6438.8901969652325	15.035638469016098	-34.62422740169468	0.11164624195307932	1.7538605418601863	15.035638469016098	0.015815753813569318
7329000	-6467.612300930788	-6435.063189346246	-32.54911158454129	-6435.063189346246	14.996431565208562	-35.30886552396196	0.0799164088877762	2.7597539394206674	14.996431565208562	0.015795942746808712
7330000	-6471.004464418876	-6436.953099297272	-34.0513651216033	-6436.953099297272	14.95342734875996	-35.08609656769138	0.098702489602981	1.0347314460880819	14.95342734875996	0.014920884720213438
7331000	-6472.894119311139	-6439.32498881899	-33.569130492148304	-6439.32498881899	14.992883571113937	-36.29855656498526	0.0657235177154458	2.7294260728369553	14.992883571113937	0.014646074824669923
7332000	-6468.958719111184	-6436.313874296408	-32.64484481477542	-6436.313874296408	15.027763110886292	-34.79815347481703	0.10494882713809761	2.1533086600416116	15.027763110886292	0.014538319238456152
7333000	-6469.388139726962	-6437.4515023482045	-31.936637378758277	-6437.4515023482045	15.011656159554382	-34.597885455221764	0.10112140922215919	2.661248076463486	15.011656159554382	0.015311129243423616
7334000	-6469.919302839392	-6437.764527686589	-32.15477515280344	-6437.764527686589	14.973422471897125	-34.35962407366542	0.13325666893732716	2.2048489208619824	14.973422471897125	0.015501384799522752
7335000	-6468.932379154583	-6436.77645585533	-32.15592329925294	-6436.77645585533	15.012358449621575	-34.80367919852301	0.1031064574909791	2.6477558992700674	15.012358449621575	0.015984081074294904
7336000	-6467.108926173423	-6434.963842474208	-32.14508369921567	-6434.963842474208	14.990137909816596	-34.83721596189646	0.1441686518321307	2.6921322626807904	14.990137909816596	0.015458949984771382
7337000	-6469.764470944535	-6437.309527444853	-32.4549434996819	-6437.309527444853	15.022436004296276	-34.82218498956515	0.1258315742128599	2.3672414898832472	15.022436004296276	0.015082894830602291
7338000	-6471.546965887398	-6438.657630816402	-32.88933507099551	-6438.657630816402	15.030704907427861	-34.90504291978196	0.1473498431985665	2.015707848786457	15.030704907427861	0.016664985044015788
7339000	-6473.530396173914	-6442.1193940225885	-31.411002151325526	-6442.1193940225885	14.989116889346006	-34.08618939422912	0.10742297149961826	2.6751872429035983	14.989116889346006	0.016022769711806616
7340000	-6476.592754567309	-6443.988719215091	-32.604035352218474	-6443.988719215091	15.022221616483149	-34.97893608182841	0.1317167733739543	2.3749007296099354	15.022221616483149	0.01563039632637374
7341000	-6470.540927049704	-6437.531651168394	-33.00927588130965	-6437.531651168394	14.977082638039978	-35.359052418853565	0.14657982871408612	2.3497765375439155	14.977082638039978	0.014665511463041504
7342000	-6474.762470633253	-6438.446496762614	-36.3159738706392	-6438.446496762614	15.00568697314095	-39.060041460743754	0.22611477846411573	2.7440675901045553	15.00568697314095	0.013303367569269428
7343000	-6475.609717708029	-6435.593010989483	-40.01670671854531	-6435.593010989483	14.913315566043398	-36.77529476715335	0.20507349158568297	-3.2414119513919575	14.913315566043398	0.014704506117745124
7344000	-6467.750150797685	-6435.634252312746	-32.11589848493896	-6435.634252312746	14.986871578229591	-34.74795503930283	0.10580878796568678	2.6320565543638677	14.986871578229591	0.014656427111664132
7345000	-6478.975039822845	-6443.374548530044	-35.600491292800605	-6443.374548530044	15.04465064911654	-36.77548784048711	0.18686171727739853	1.174996547686506	15.04465064911654	0.015063342426542321
7346000	-6469.475323536025	-6436.668077604465	-32.80724593155964	-6436.668077604465	15.025135764407501	-35.07174153058937	0.12469655894726824	2.2644955990297313	15.025135764407501	0.015258753194399297
7347000	-6473.241973922873	-6439.940285457264	-33.30168846560858	-6439.940285457264	15.01585465271831	-35.87053337626325	0.15964924196776614	2.5688449106546782	15.01585465271831	0.013986407899447204
7348000	-6472.651082370074	-6438.514291801637	-34.1367905684369	-6438.514291801637	15.042998293297229	-35.42764890816654	0.1190691366830156	1.2908583397296385	15.042998293297229	0.0142144407290972
7349000	-6469.562356524405	-6435.999090742465	-33.56326578193943	-6435.999090742465	14.95611346433985	-34.792384293049025	0.1311419160214983	1.2291185111095937	14.95611346433985	0.015840584306081755
7350000	-6470.836915324132	-6437.048826562978	-33.78808876115328	-6437.048826562978	14.999443215236274	-36.557781674644055	0.1851573392394252	2.76969291349077	14.999443215236274	0.014747007328732334
7351000	-6470.525975705775	-6437.040595592744	-33.48538011303092	-6437.040595592744	15.033414911114496	-35.36207600610843	0.15123177694845583	1.8766958930775106	15.033414911114496	0.014633030969574348
7352000	-6473.064583543726	-6441.177978803989	-31.886604739736633	-6441.177978803989	14.996091303671768	-34.64432333505683	0.12815986849965477	2.757718595320199	14.996091303671768	0.015400946145129504
7353000	-6469.948615539998	-6436.575061532867	-33.373554007131254	-6436.575061532867	14.99018924931942	-36.066494264907305	0.18063621687836454	2.692940257776052	14.99018924931942	0.015637073345144338
7354000	-6472.698273939272	-6439.639673983533	-33.058599955740135	-6439.639673983533	15.017890389158753	-35.57248805724811	0.15891329402416643	2.5138881015079697	15.017890389158753	0.014990816639677159
7355000	-6467.553066257622	-6435.294277287416	-32.25878897020663	-6435.294277287416	15.028287812036876	-34.388569643249006	0.10310086893163863	2.1297806730423763	15.028287812036876	0.015714635150431276
7356000	-6466.08496743842	-6433.10248289444	-32.98248454398025	-6433.10248289444	15.014619710012939	-35.58143672819958	0.0778697607395762	2.598952184219325	15.014619710012939	0.015246594382810738
7357000	-6467.009208190005	-6434.134412805479	-32.87479538452558	-6434.134412805479	15.016098266611271	-35.437412955124785	0.16478218163714037	2.562617570599208	15.016098266611271	0.01576690098319552
7358000	-6475.702165138007	-6441.527336969705	-34.174828168302	-6441.527336969705	14.999110255216827	-36.94413577258792	0.20442518154457742	2.769307604285917	14.999110255216827	0.014479936409107923
7359000	-6466.620933326484	-6433.970476186556	-32.65045713992864	-6433.970476186556	14.98201189001912	-35.16154038029051	0.1375868475208321	2.5110832403618675	14.98201189001912	0.014752767090607926
7360000	-6469.57142767264	-6436.84551230725	-32.725915365390335	-6436.84551230725	14.993082288844064	-35.45757250419003	0.07886298263369501	2.7316571387996995	14.993082288844064	0.015028753088665745
7361000	-6471.662466500521	-6438.174196367774	-33.488270132746614	-6438.174196367774	15.033640572232393	-35.35286057355759	0.1132362580752521	1.8645904408109755	15.033640572232393	0.014319966784093932
7362000	-6466.529827581934	-6434.536407556793	-31.993420025141308	-6434.536407556793	14.997943526040615	-34.75997767793407	0.1021368980427498	2.7665576527927604	14.997943526040615	0.015817071371643045
7363000	-6471.545717829736	-6438.496358345401	-33.049359484334865	-6438.496358345401	15.001340765199352	-35.817862284188294	0.15648953805428753	2.7685027998534295	15.001340765199352	0.014768234974902225
7364000	-6473.395543889474	-6440.7122195462525	-32.683324343221464	-6440.7122195462525	15.0282614913413	-34.8142957498632	0.1004766635391598	2.1309714066417356	15.0282614913413	0.014589117377162534
7365000	-6467.612610901828	-6433.996858097253	-33.61575280457498	-6433.996858097253	14.975220236604027	-35.89446438631593	0.07269220667657716	2.2787115817409505	14.975220236604027	0.014907026867079927
7366000	-6468.000551237562	-6434.710042992868	-33.290508244693854	-6434.710042992868	15.034496783705643	-35.108426696775965	0.15587253275436314	1.8179184520821112	15.034496783705643	0.015402361152254145
7367000	-6469.7574388134335	-6436.474797192717	-33.282641620716284	-6436.474797192717	14.969500646304867	-35.30841408096891	0.08008783151213425	2.025772460252626	14.969500646304867	0.014464284182090696
7368000	-6468.084385255263	-6435.866584969082	-32.2178002861809	-6435.866584969082	14.997305050690157	-34.981931005664066	0.1395350472118178	2.7641307194831644	14.997305050690157	0.014456871370888521
7369000	-6472.4498281328215	-6439.1182042774535	-33.3316238553676	-6439.1182042774535	14.97510765521531	-35.60586171317299	0.08353875375032686	2.2742378578053906	14.97510765521531	0.01473871482503984
7370000	-6471.567135096858	-6438.297568184969	-33.26956691188843	-6438.297568184969	14.9913592642564	-35.979777981445125	0.1619586241600116	2.7102110695566943	14.9913592642564	0.015284418138691205
7371000	-6467.523153648015	-6433.744202666485	-33.77895098153044	-6433.744202666485	14.986293247082584	-36.39859184200842	0.1799699016486906	2.619640860477981	14.986293247082584	0.014453835226965766
7372000	-6467.274593619689	-6434.46871731354	-32.805876306149244	-6434.46871731354	15.021326616168219	-35.21195758130928	0.08634999712853986	2.406081275160037	15.021326616168219	0.01506107065471753
7373000	-6468.230123066493	-6434.594597045227	-33.635526021267104	-6434.594597045227	14.998458603422602	-36.40356621944932	0.18033373640365483	2.768040198182212	14.998458603422602	0.01448969854256627
7374000	-6471.246566808126	-6438.70577887707	-32.54078793105582	-6438.70577887707	15.002898626344436	-35.30400722421736	0.08896320589607232	2.763219293161537	15.002898626344436	0.014235372927511307
7375000	-6468.185355441304	-6435.993805160167	-32.19155028113714	-6435.993805160167	15.020740174723377	-34.617367324001435	0.10472242119837592	2.425817042864296	15.020740174723377	0.015486096217799996
7376000	-6469.91531328802	-6436.942689637123	-32.97262365089708	-6436.942689637123	15.019699053370433	-35.43212240885342	0.07459723824201224	2.4594987579563403	15.019699053370433	0.01607535651724723
7377000	-6472.830226555793	-6440.9244526408875	-31.905773914906142	-6440.9244526408875	14.98539196767051	-34.504999148983885	0.11418540787208742	2.599225234077741	14.98539196767051	0.01397093069827931
7378000	-6472.035845019764	-6438.749783568191	-33.286061451573154	-6438.749783568191	15.038392522190536	-34.87681376436177	0.10514915516389743	1.5907523127886167	15.038392522190536	0.015316386034354987
7379000	-6469.370031329103	-6436.259454986077	-33.1105763430259	-6436.259454986077	15.026701078094725	-35.310159206798694	0.15666126900000357	2.1995828637728003	15.026701078094725	0.01522220393358672
7380000	-6469.276665756783	-6435.78620744533	-33.49045831145344	-6435.78620744533	14.988813670814231	-36.16029206384079	0.06935425426552382	2.6698337523873574	14.988813670814231	0.014958521357138047
7381000	-6466.983154221647	-6434.5548840110105	-32.4282702106369	-6434.5548840110105	14.97620549847474	-34.74526848927772	0.13653098876149902	2.316998278640814	14.97620549847474	0.01578811027965753
7382000	-6475.432276423994	-6443.323761346886	-32.10851507710786	-6443.323761346886	15.004873406890571	-34.85945592224027	0.09908075914428015	2.7509408451324124	15.004873406890571	0.014359004475643459
7383000	-6467.204355259287	-6435.120396205876	-32.08395905341021	-6435.120396205876	14.99241867397385	-34.80791877086765	0.10401301995483223	2.7239597174574386	14.99241867397385	0.015374828784576617
7384000	-6469.8492112092645	-6436.7390676465175	-33.110143562747155	-6436.7390676465175	15.001341577533667	-35.878644619433345	0.1873323854552359	2.7685010566861914	15.001341577533667	0.01604802714787431
7385000	-6468.995777063501	-6435.153981749389	-33.84179531411251	-6435.153981749389	14.946174891059753	-34.29402235307822	0.11739788939332749	0.45222703896571215	14.946174891059753	0.015598736466288553
7386000	-6471.902478731731	-6436.952493433552	-34.949985298179264	-6436.952493433552	14.968272493870286	-36.91461850291969	0.20828245509483234	1.964633204740422	14.968272493870286	0.015404739895742314
7387000	-6469.338663773509	-6436.0440350052495	-33.294628768259926	-6436.0440350052495	14.96930230476402	-35.310690894928264	0.09169172366460031	2.016062126668339	14.96930230476402	0.014500660734359749
7388000	-6471.123380264275	-6438.698221538081	-32.42515872619326	-6438.698221538081	15.010559222458022	-35.10590190396812	0.14098059355100942	2.6807431777748594	15.010559222458022	0.0154459900570703
7389000	-6467.523940080151	-6433.411819856364	-34.11212022378703	-6433.411819856364	15.00782188094983	-36.83311568742164	0.19104136215064038	2.720995463634609	15.00782188094983	0.014976458287426973
7390000	-6470.081042127889	-6437.474891850646	-32.60615027724338	-6437.474891850646	14.978610541808267	-35.01008406076394	0.10075924548855762	2.4039337835205603	14.978610541808267	0.015409686190803266
7391000	-6471.534972302107	-6436.526347561092	-35.00862474101566	-6436.526347561092	15.049590770075227	-35.811170080601705	0.07703508460650711	0.8025453395860447	15.049590770075227	0.01495711182863163
7392000	-6469.70958370899	-6436.953247090903	-32.756336618087175	-6436.953247090903	15.02031078898684	-35.19625501958207	0.08793338212684847	2.439918401494892	15.02031078898684	0.01514320445903576
7393000	-6466.7531995995705	-6433.451570401825	-33.30162919774571	-6433.451570401825	15.032351415823722	-35.23427883401546	0.1400606076338522	1.9326496362697487	15.032351415823722	0.015055166046830371
7394000	-6468.618198064909	-6436.446654977042	-32.171543087867086	-6436.446654977042	15.006660629415896	-34.905992821403636	0.12999024383743424	2.7344497335365494	15.006660629415896	0.015319482727977665
7395000	-6466.680981055327	-6434.494741670255	-32.18623938507188	-6434.494741670255	14.986010281871444	-34.79961053532798	0.10376645751100239	2.6133711502561003	14.986010281871444	0.016007036729614486
7396000	-6466.841418373244	-6434.509658676243	-32.33175969700137	-6434.509658676243	14.992815721168189	-35.06040952804406	0.08970216792594914	2.728649831042692	14.992815721168189	0.014843154557473995
7397000	-6469.380322436387	-6436.433210803522	-32.947111632864626	-6436.433210803522	15.031836062015767	-34.90622467803648	0.13037517615693775	1.9591130451718568	15.031836062015767	0.014998278109657835
7398000	-6469.392066785971	-6437.119103994619	-32.27296279135256	-6437.119103994619	15.008145271483759	-34.98982735422652	0.09746034048578506	2.716864562873955	15.008145271483759	0.014469387282802513
7399000	-6471.028332188049	-6437.996047942656	-33.0322842453922	-6437.996047942656	15.002264560967674	-35.79812257720041	0.07310961131857865	2.765838331808212	15.002264560967674	0.014223009411427125
7400000	-6469.722349084276	-6435.257153725248	-34.46519535902837	-6435.257153725248	14.999295412916412	-37.23473912557095	0.21415626626367826	2.7695437665425766	14.999295412916412	0.014998895782529033
7401000	-6468.475965309385	-6436.553506708499	-31.922458600885687	-6436.553506708499	15.002833137907833	-34.68597818547111	0.11309724492711719	2.763519584585421	15.002833137907833	0.015430278856218366
7402000	-6468.724747576498	-6436.469057304516	-32.255690271981756	-6436.469057304516	14.993603102064442	-34.99289495033267	0.13274450337927468	2.737204678350911	14.993603102064442	0.014823722915816712
7403000	-6471.8654726511395	-6437.741257879663	-34.12421477147691	-6437.741257879663	15.015035411569038	-36.71330481154589	0.1972568666355332	2.5890900400689825	15.015035411569038	0.01489996890569977
7404000	-6468.584717139048	-6436.147865127823	-32.436852011224715	-6436.147865127823	15.009501855568317	-35.134564724741054	0.14266568581946557	2.697712713516341	15.009501855568317	0.015020171132917978
7405000	-6468.925593430068	-6435.43185873495	-33.493734695118235	-6435.43185873495	14.972621165150754	-35.663995137865655	0.15296691667690177	2.170260442747421	14.972621165150754	0.014232628039732445
7406000	-6473.7655876021245	-6441.171482049573	-32.59410555255224	-6441.171482049573	15.018248913125626	-35.09762820924818	0.12663677744666124	2.5035226566959334	15.018248913125626	0.015091795320465244
7407000	-6471.95040150168	-6436.832365298139	-35.11803620354083	-6436.832365298139	14.936379213437883	-34.64989353822414	0.12568885628604046	-0.4681426653166936	14.936379213437883	0.014890311367654204
7408000	-6474.895980249379	-6439.716721923455	-35.179258325924174	-6439.716721923455	15.007681371230545	-37.90199647564828	0.05033188967748369	2.7227381497241105	15.007681371230545	0.014758603360954345
7409000	-6475.465698693419	-6440.340402745282	-35.125295948136966	-6440.340402745282	14.945903628700348	-35.5541029588144	0.07577995846082113	0.4288070106774282	14.945903628700348	0.014453170103395563
7410000	-6470.572618962981	-6438.159823849813	-32.412795113168464	-6438.159823849813	14.987023896331923	-35.04803262095398	0.12200010821648317	2.635237507785521	14.987023896331923	0.015187204047312167
7411000	-6469.386361955794	-6436.901813368465	-32.4845485873297	-6436.901813368465	14.992463040511785	-35.209044901577364	0.13569677507768013	2.7244963142476673	14.992463040511785	0.015011666458853053
7412000	-6471.87797113304	-6437.5247350718255	-34.353236061214474	-6437.5247350718255	14.97190120305373	-36.491543070261535	0.1902998885036145	2.138307009047062	14.97190120305373	0.015241010512859558
7413000	-6471.519516833829	-6439.797471058676	-31.72204577515248	-6439.797471058676	14.980385645463048	-34.18420837294076	0.13322454744802756	2.462162597788277	14.980385645463048	0.016779602694242432
7414000	-6469.947062689099	-6437.766305257678	-32.18075743142097	-6437.766305257678	15.022798594649585	-34.53487761793338	0.09635187415134194	2.3541201865124113	15.022798594649585	0.01639678829068316
7415000	-6476.112823048672	-6442.670787323536	-33.44203572513582	-6442.670787323536	15.008790718926825	-36.15015525464473	0.1757253068176312	2.7081195295089118	15.008790718926825	0.015517377523075157
7416000	-6471.431945936923	-6439.1461823270865	-32.28576360983568	-6439.1461823270865	14.995034783706497	-35.03598183247193	0.0992735418304903	2.750218222636253	14.995034783706497	0.015167196416272146
7417000	-6478.615673235792	-6444.155718384809	-34.45995485098315	-6444.155718384809	15.054609972283147	-34.84409651367951	0.13513242068721878	0.38414166269635697	15.054609972283147	0.016246083626451472
7418000	-6469.321529126466	-6436.857711752831	-32.463817373634626	-6436.857711752831	14.983982956406571	-35.02852174616484	0.08739146833118969	2.5647043725302185	14.983982956406571	0.015029973424972691
7419000	-6471.172215709473	-6438.860605610457	-32.31161009901509	-6438.860605610457	15.000730761658842	-35.08112380984273	0.1565157245083626	2.769513710827637	15.000730761658842	0.015578752105253951
7420000	-6469.760522960476	-6437.5170826245285	-32.243440335947554	-6437.5170826245285	14.992856365273724	-34.972556043174855	0.12202831598573519	2.7291157072272973	14.992856365273724	0.015164013367828315
7421000	-6469.841485941724	-6437.760173560186	-32.081312381538766	-6437.760173560186	14.992676415985342	-34.80834539619222	0.134856668586055	2.727033014653456	14.992676415985342	0.016118120624780956
7422000	-6468.030085554576	-6435.360179903976	-32.669905650599745	-6435.360179903976	14.983190254767726	-35.213792543689834	0.08988696775269593	2.543886893090086	14.983190254767726	0.014971672357763829
7423000	-6472.067717873743	-6436.975915040136	-35.09180283360751	-6436.975915040136	14.9418701520637	-35.15848037763889	0.09211915637357851	0.06667754403138071	14.9418701520637	0.015057621157535266
7424000	-6465.469254306391	-6433.72803889527	-31.741215411120734	-6433.72803889527	14.997688468694296	-34.5068817904482	0.12407923062514833	2.7656663793274636	14.997688468694296	0.015692677350068487
7425000	-6466.678925697368	-6433.464450464484	-33.21447523288388	-6433.464450464484	15.03434925422287	-35.0405191412593	0.091862251244745	1.8260439083754276	15.03434925422287	0.015029641781775424
7426000	-6468.732679034038	-6435.578517466595	-33.154161567442586	-6435.578517466595	14.958258230124212	-34.530202206461254	0.12267412293282325	1.3760406390186675	14.958258230124212	0.015935342124175925
7427000	-6470.3471282199835	-6437.401677879728	-32.945450340255704	-6437.401677879728	14.978503851495864	-35.34572374075547	0.14772539133241794	2.400273400499767	14.978503851495864	0.015351311613729908
7428000	-6471.815195414055	-6437.162428567295	-34.652766846760144	-6437.162428567295	14.94407424707192	-34.92055589521136	0.08513837150259461	0.26778904845121465	14.94407424707192	0.015328768081127302
7429000	-6471.701670331541	-6439.846189327503	-31.855481004037806	-6439.846189327503	15.007683938782018	-34.578187592782434	0.12501264546599947	2.7227065887446287	15.007683938782018	0.015762179032961395
7430000	-6470.298008139031	-6436.875094116675	-33.422914022354945	-6436.875094116675	15.031768998163402	-35.38543954781921	0.15353098228393586	1.962525525464263	15.031768998163402	0.0141355144801817
7431000	-6467.753678623182	-6435.511851357544	-32.24182726563792	-6435.511851357544	14.978235160957547	-34.6328016117121	0.11154976124611933	2.390974346074171	14.978235160957547	0.015448822877784369
7432000	-6471.849728770328	-6439.522265007093	-32.327463763234725	-6439.522265007093	15.013573251563152	-34.95001815774671	0.10099277439507995	2.6225543945119836	15.013573251563152	0.014105629354000036
7433000	-6469.844990298478	-6437.761150459605	-32.08383983887212	-6437.761150459605	15.005020464637646	-34.8336167076391	0.1306248439083834	2.7497768687669826	15.005020464637646	0.01498086502144914
7434000	-6469.247942187993	-6436.468081764345	-32.77986042364862	-6436.468081764345	15.013923002930783	-35.394721336069416	0.08624654589608	2.6148609124207933	15.013923002930783	0.014781016048242685
7435000	-6471.521427061521	-6436.293821074945	-35.22760598657573	-6436.293821074945	15.045464566253248	-36.34392547980823	0.06270630220775752	1.1163194932324974	15.045464566253248	0.015396419219108176
7436000	-6476.086067002517	-6440.671494053694	-35.41457294882268	-6440.671494053694	15.05314868617456	-35.924687596066526	0.07422949974139641	0.5101146472438445	15.05314868617456	0.014544227892670064
7437000	-6465.33930539251	-6433.4223137616	-31.916991630910076	-6433.4223137616	14.998681347193298	-34.68554147563964	0.1154441229129901	2.7685498447295642	14.998681347193298	0.014848671014427947
7438000	-6472.814570789245	-6438.748457654349	-34.0661131348958	-6438.748457654349	15.023446842764805	-36.39625050729506	0.06529369367454951	2.3301373723992596	15.023446842764805	0.01438308987725439
7439000	-6468.052668149202	-6435.299394321019	-32.753273828183794	-6435.299394321019	15.012623504457775	-35.39573245725669	0.07930420138828913	2.6424586290728973	15.012623504457775	0.015328255509052964
7440000	-6467.246571867657	-6434.5737018433565	-32.67287002429984	-6434.5737018433565	14.976651580039233	-35.00669197347763	0.11715616531318701	2.3338219491777905	14.976651580039233	0.01521644460084939
