#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:primates" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:primates" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:primates" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.primates" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:primates" name="distribution" x="@birthRate.t:primates">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:primates" name="distribution">
#            <parameter id="clockRate.c:primates" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.150" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="auto_name_1.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:primates">
#            <taxonset id="auto_name_1" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Tarsius_syrichta" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Lemur_catta" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Homo_sapiens" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Pan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Gorilla" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Pongo" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Hylobates" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Macaca_fuscata" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="M_mulatta" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="M_fascicularis" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="M_sylvanus" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Saimiri_sciureus" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.151" name="distr">
#                <parameter estimate="false" id="RealParameter.300" name="mean" spec="beast.core.parameter.RealParameter">15.0</parameter>
#                <parameter estimate="false" id="RealParameter.301" name="sigma" spec="beast.core.parameter.RealParameter">0.025</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@primates" id="treeLikelihood.primates" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:primates">
#            <siteModel id="SiteModel.s:primates" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:primates" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:primates" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:primates" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:primates" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:primates" id="StrictClock.c:primates" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.primates	TreeHeight	YuleModel	birthRate	logP(mrca(auto_name_1))	mrca.age(auto_name_1)	clockRate
983000	-6469.928585100355	-6436.864488587003	-33.06409651335228	-6436.864488587003	15.02486564485632	-35.33939719896506	0.13032414082120847	2.2753006856127733	15.02486564485632	0.014306766815432224
984000	-6470.933320297493	-6438.435908122988	-32.49741217450548	-6438.435908122988	15.032507288857854	-34.42197403230438	0.11594083877384644	1.9245618577989005	15.032507288857854	0.016345962695633157
985000	-6467.495728630029	-6434.868722456996	-32.627006173032996	-6434.868722456996	14.988139268673443	-35.284405535861644	0.08662499025893196	2.6573993628286456	14.988139268673443	0.014948866412195675
986000	-6469.159768256595	-6433.294993972584	-35.86477428401094	-6433.294993972584	15.034814837075704	-37.66505690043397	0.21945299307208896	1.8002826164230257	15.034814837075704	0.015279215229791096
987000	-6471.714240960216	-6437.473334938702	-34.24090602151404	-6437.473334938702	14.995012024550263	-36.99094302315356	0.2082099048009988	2.7500370016395217	14.995012024550263	0.014934493732206953
988000	-6478.34643483192	-6444.509255788266	-33.8371790436541	-6444.509255788266	15.041196172642097	-35.24942025227738	0.08559047761943489	1.4122412086232752	15.041196172642097	0.01375519592609684
989000	-6471.378897643503	-6438.7848547041	-32.59404293940187	-6438.7848547041	15.006658789571015	-35.32851227747029	0.08954693521736411	2.734469338068421	15.006658789571015	0.015357552040146355
990000	-6470.646403394775	-6436.869191266443	-33.77721212833237	-6436.869191266443	15.043813290581443	-35.01146950398243	0.09352021588405066	1.2342573756500625	15.043813290581443	0.014316917627420435
991000	-6469.596911966222	-6437.352314721379	-32.244597244843405	-6437.352314721379	14.990097687607902	-34.936093533184106	0.1092223959415965	2.6914962883407014	14.990097687607902	0.01515414957771292
992000	-6467.626437460451	-6434.724682418187	-32.90175504226448	-6434.724682418187	14.96495818789124	-34.68935308648122	0.12212715204762112	1.7875980442167336	14.96495818789124	0.015471715031675796
993000	-6470.011463289027	-6437.261154185113	-32.7503091039139	-6437.261154185113	14.971092740496221	-34.85174630320812	0.09767247373354584	2.1014371992942205	14.971092740496221	0.015425060419749661
994000	-6469.7684465585035	-6436.525592950126	-33.24285360837719	-6436.525592950126	14.963574784485077	-34.9513574690396	0.12380674774944254	1.70850386066241	14.963574784485077	0.014625894832649384
995000	-6469.746166593663	-6436.525585557965	-33.22058103569763	-6436.525585557965	14.963942068476792	-34.950382416020986	0.11643890637356787	1.7298013803233576	14.963942068476792	0.014450846739840782
996000	-6471.279439788667	-6437.59869266883	-33.680747119837335	-6437.59869266883	14.99183436046431	-36.397345905525135	0.19320092999368285	2.7165987856878027	14.99183436046431	0.014821603303345133
997000	-6470.122371952283	-6436.97451287954	-33.147859072743195	-6436.97451287954	15.032186235677893	-35.08903697996218	0.1609337074698884	1.9411779072189872	15.032186235677893	0.015176332883189647
998000	-6468.683578369471	-6436.386118981316	-32.297459388155325	-6436.386118981316	15.004372697300587	-35.05210392371854	0.09236636118765995	2.754644535563214	15.004372697300587	0.014761554218752698
999000	-6472.517528459649	-6439.667278298688	-32.850250160960954	-6439.667278298688	15.006570214440666	-35.58565690763315	0.1619229812860202	2.735406746672194	15.006570214440666	0.015005682933333908
1000000	-6469.440678179156	-6437.400282865471	-32.04039531368459	-6437.400282865471	14.989084901867836	-34.71502474080603	0.11177521047182752	2.6746294271214404	14.989084901867836	0.014638345493322468
1001000	-6467.347166184284	-6434.771654890257	-32.57551129402727	-6434.771654890257	14.998620367810153	-35.343929506953124	0.14739202279857058	2.7684182129258534	14.998620367810153	0.014624414060584802
1002000	-6469.217650611715	-6436.570676191437	-32.64697442027791	-6436.570676191437	14.999584466538233	-35.41677720674089	0.12501963929105464	2.769802786462985	14.999584466538233	0.01412822587846003
1003000	-6470.932973138079	-6438.167900458775	-32.765072679304495	-6438.167900458775	14.985562037965044	-35.3682498020355	0.14025392896336356	2.603177122731005	14.985562037965044	0.014854039809201369
1004000	-6471.549251680477	-6434.012610072084	-37.53664160839298	-6434.012610072084	15.081387706618797	-35.00741549836839	0.08745209342122924	-2.5292261100245925	15.081387706618797	0.015500458145854287
1005000	-6470.370671418775	-6437.975501802048	-32.39516961672729	-6437.975501802048	14.977481447216968	-34.75944236208281	0.11721542814840791	2.3642727453555192	14.977481447216968	0.014569414375216149
1006000	-6468.158926289464	-6436.391778738949	-31.76714755051476	-6436.391778738949	14.999217576427633	-34.536598722106746	0.11026181131802279	2.7694511715919865	14.999217576427633	0.015628067813346216
1007000	-6469.361740994913	-6436.662739552265	-32.699001442648495	-6436.662739552265	15.029303423599073	-34.7819898558564	0.13923607909303642	2.0829884132079073	15.029303423599073	0.015415048176219644
1008000	-6467.889208063977	-6435.526120032184	-32.36308803179359	-6435.526120032184	15.000141739418003	-35.13301288065276	0.139320262342382	2.769924848859171	15.000141739418003	0.01513734247383513
1009000	-6470.583688795466	-6436.385229307823	-34.198459487643014	-6436.385229307823	14.983019755820038	-36.73773745462338	0.05997431318465575	2.5392779669803622	14.983019755820038	0.014830776770895926
1010000	-6473.642710360491	-6441.080809157377	-32.56190120311364	-6441.080809157377	15.020535055103974	-34.99449133352432	0.1498936195071202	2.4325901304106785	15.020535055103974	0.015306137753487168
1011000	-6471.154609420006	-6438.825499506655	-32.3291099133501	-6438.825499506655	15.013179912697309	-34.96008275529242	0.14683306242070993	2.630972841942316	15.013179912697309	0.01522188214701546
1012000	-6469.427810831347	-6436.689134909238	-32.738675922109195	-6436.689134909238	14.977123465414	-35.08994817528688	0.08244681669000033	2.351272253177683	14.977123465414	0.01480242534098601
1013000	-6475.110206767913	-6443.499487488829	-31.610719279084297	-6443.499487488829	14.997418666735921	-34.37532957485737	0.13123162644696196	2.764610295773072	14.997418666735921	0.014986555894182277
1014000	-6468.050569703542	-6435.221577626916	-32.828992076626456	-6435.221577626916	14.977491888693946	-35.19364093788313	0.0944125447474501	2.3646488612566783	14.977491888693946	0.014487095695783499
1015000	-6471.263849092996	-6436.2732685487745	-34.99058054422171	-6436.2732685487745	14.940001214138643	-34.880638021261426	0.08513014882826325	-0.10994252296028062	14.940001214138643	0.015380228137685251
1016000	-6469.170494830753	-6435.634262207234	-33.53623262351932	-6435.634262207234	15.028575207182769	-35.652939571998054	0.0815608709606441	2.116706948478737	15.028575207182769	0.014043200696118713
1017000	-6472.026119770282	-6439.324675196388	-32.70144457389394	-6439.324675196388	15.02151219917253	-35.10116572421231	0.10005162519977205	2.399721150318368	15.02151219917253	0.013941611068307467
1018000	-6467.879484130854	-6435.2059577975515	-32.67352633330168	-6435.2059577975515	15.02530728432272	-34.93110034237816	0.10179464240428251	2.257574009076481	15.02530728432272	0.015236222249489794
1019000	-6468.718212829638	-6433.509748732898	-35.208464096740684	-6433.509748732898	15.028641545213516	-37.32213452787566	0.21014562396248845	2.1136704311349774	15.028641545213516	0.015226885925695452
1020000	-6471.190455818417	-6438.766217978341	-32.424237840075456	-6438.766217978341	15.004009646285699	-35.18131695031558	0.08439998995890459	2.75707911024013	15.004009646285699	0.015085606719804622
1021000	-6469.875074657818	-6436.488548706276	-33.386525951542	-6436.488548706276	15.012252156257016	-36.036374606094185	0.1781371213672932	2.6498486545521875	15.012252156257016	0.01565287151714895
1022000	-6467.619489872366	-6434.77800096682	-32.841488905545916	-6434.77800096682	15.025419032349738	-35.09452806197754	0.15002979830322574	2.2530391564316297	15.025419032349738	0.014683056042712968
1023000	-6468.0515925502095	-6435.922475736741	-32.12911681346839	-6435.922475736741	14.979909153336123	-34.576144038640535	0.14918162963656179	2.4470272251721457	14.979909153336123	0.015581064933489897
1024000	-6468.807597444566	-6436.830573195637	-31.97702424892981	-6436.830573195637	15.00320280467328	-34.73875880361892	0.1311369817563223	2.761734554689112	15.00320280467328	0.015135641489751763
1025000	-6470.063617306215	-6437.341250175783	-32.7223671304317	-6437.341250175783	14.988444277668469	-35.38548027645821	0.08125786286304562	2.663113146026508	14.988444277668469	0.015732239202898134
1026000	-6468.710497723987	-6436.192590442364	-32.51790728162278	-6436.192590442364	14.973476242663	-34.72504043991442	0.1274589041249465	2.2071331582916396	14.973476242663	0.015421029940879368
1027000	-6466.15391988698	-6434.151958620271	-32.00196126670832	-6434.151958620271	14.988108755362006	-34.65878082838509	0.13821248254553423	2.656819561676772	14.988108755362006	0.015415334223835736
1028000	-6471.692929992254	-6439.318448404398	-32.374481587856465	-6439.318448404398	15.020036259234955	-34.82326116146149	0.09242725516834178	2.448779573605022	15.020036259234955	0.014800999469730975
1029000	-6470.28658750471	-6437.018216870403	-33.26837063430698	-6437.018216870403	15.035148855171691	-35.04995793931183	0.15097607370520874	1.7815873050048454	15.035148855171691	0.015479846025517472
1030000	-6473.681490939175	-6441.062867209883	-32.61862372929202	-6441.062867209883	14.987397700403278	-35.26151028610085	0.09670714836008744	2.6428865568088344	14.987397700403278	0.014722774979635683
1031000	-6476.0948524326795	-6441.391568127657	-34.703284305022756	-6441.391568127657	14.99266985115414	-37.43024036025005	0.2002117661647813	2.726956055227297	14.99266985115414	0.014027086976081772
1032000	-6470.850897254158	-6438.844608583109	-32.006288671048274	-6438.844608583109	14.981599396468834	-34.505363823708606	0.10330669590542095	2.4990751526603328	14.981599396468834	0.015322735080565563
1033000	-6473.350798954181	-6441.455275861349	-31.895523092832423	-6441.455275861349	14.988582635560352	-34.5611790451435	0.09667111141601932	2.6656559523110723	14.988582635560352	0.016443721865921617
1034000	-6470.358430914321	-6436.520033118175	-33.83839779614596	-6436.520033118175	15.033287657565591	-35.72188420009199	0.1721969423466424	1.883486403946029	15.033287657565591	0.014936960257245894
1035000	-6472.406603139474	-6439.796572608815	-32.61003053065871	-6439.796572608815	14.98137170300841	-35.10236069252247	0.16930954860912403	2.4923301618637566	14.98137170300841	0.015185462024937644
1036000	-6474.11393021502	-6438.731303022599	-35.382627192422134	-6438.731303022599	15.05713355626127	-35.54117351248361	0.1590079778701357	0.15854632006147718	15.05713355626127	0.01454676991162466
1037000	-6470.505113198047	-6438.534314753061	-31.970798444985682	-6438.534314753061	15.014425172490103	-34.57427088479956	0.16060267837934758	2.603472439813879	15.014425172490103	0.015531925845578151
1038000	-6468.781792270478	-6435.746341521236	-33.03545074924167	-6435.746341521236	14.971158645118285	-35.13993266902051	0.1370327521633851	2.1044819197788422	14.971158645118285	0.014401596435404422
1039000	-6467.302857082429	-6435.154930015566	-32.1479270668637	-6435.154930015566	15.015764824783796	-34.71904422740194	0.0907308219807616	2.5711171605382375	15.015764824783796	0.016372452098741937
1040000	-6471.208318755548	-6438.833244074915	-32.375074680633745	-6438.833244074915	14.996511969305827	-35.13528251504421	0.16147733606550907	2.7602078344104672	14.996511969305827	0.015331260271096003
1041000	-6467.400916028229	-6435.692401769605	-31.70851425862505	-6435.692401769605	14.99097871207074	-34.41334827081223	0.11392774527882418	2.704834012187178	14.99097871207074	0.016146400297480552
1042000	-6468.264767226342	-6436.377519047786	-31.887248178555794	-6436.377519047786	14.993387481208837	-34.622208775654265	0.10062576918704759	2.734960597098472	14.993387481208837	0.015441377098351956
1043000	-6470.158434209774	-6437.518733051204	-32.63970115856948	-6437.518733051204	15.025267159572662	-34.898898597182445	0.11888822209359229	2.2591974386129667	15.025267159572662	0.014872813832660103
1044000	-6469.494121178799	-6437.342984971343	-32.15113620745596	-6437.342984971343	14.990533298542948	-34.849382379183666	0.11698807506225031	2.6982461717277	14.990533298542948	0.01476491047042356
1045000	-6469.030689924105	-6436.974682379914	-32.056007544190464	-6436.974682379914	15.011108431232794	-34.727230669536766	0.1409217855618533	2.6712231253463004	15.011108431232794	0.015354023900307592
1046000	-6469.531725214338	-6437.033347366654	-32.498377847683486	-6437.033347366654	15.003144294153334	-35.260409500014596	0.09151269645531956	2.762031652331114	15.003144294153334	0.014779357722274119
1047000	-6470.415730951685	-6438.5513704620425	-31.864360489642404	-6438.5513704620425	14.989603445987393	-34.54783074228203	0.13279373745150502	2.6834702526396277	14.989603445987393	0.014795665492572786
1048000	-6465.297546246864	-6432.76658015507	-32.53096609179336	-6432.76658015507	14.98767648796056	-35.179411853513635	0.08499922164194311	2.648445761720276	14.98767648796056	0.014774590646755318
1049000	-6472.15638809591	-6439.634877475855	-32.521510620054606	-6439.634877475855	15.026874922297173	-34.713642382180595	0.14931992278266307	2.1921317621259884	15.026874922297173	0.015890230558070085
1050000	-6469.183853200359	-6437.475040186564	-31.70881301379546	-6437.475040186564	14.988263813178937	-34.36856346982562	0.10895511638530896	2.659750456030157	14.988263813178937	0.015251321271934522
1051000	-6472.270049499802	-6439.696602706392	-32.573446793410085	-6439.696602706392	14.997252034166106	-35.33734666133995	0.14300002148020619	2.7638998679298643	14.997252034166106	0.014624498035491075
1052000	-6467.727059377214	-6434.858355385952	-32.86870399126206	-6434.858355385952	15.01280719654819	-35.50742548543215	0.15972870947419415	2.638721494170093	15.01280719654819	0.015092862370720335
1053000	-6467.390715356388	-6434.8578599138145	-32.53285544257294	-6434.8578599138145	14.991241297821345	-35.2414244723987	0.1362355334747164	2.7085690298257625	14.991241297821345	0.014997525334422349
1054000	-6471.056677308108	-6437.596837382172	-33.45983992593579	-6437.596837382172	14.963813563806628	-35.18221431534347	0.14554097955889775	1.722374389407682	14.963813563806628	0.014775012657343002
1055000	-6475.165314783404	-6439.986276735915	-35.17903804748823	-6439.986276735915	15.061038724603794	-34.968398247391264	0.12728602976739956	-0.21063980009696026	15.061038724603794	0.01462667081763853
1056000	-6475.176419128045	-6442.887787667867	-32.28863146017873	-6442.887787667867	15.001389378819372	-35.057028082285015	0.11234176172956169	2.768396622106288	15.001389378819372	0.01422773111738568
1057000	-6472.846999672684	-6439.584015752638	-33.26298392004603	-6439.584015752638	14.963340684020897	-34.95780048251074	0.0912721126321371	1.6948165624647105	14.963340684020897	0.015630287649223668
1058000	-6468.14017417275	-6435.259466688265	-32.88070748448559	-6435.259466688265	14.991401188192848	-35.591496753799	0.16719361815316416	2.7107892693134064	14.991401188192848	0.014754254625163473
1059000	-6467.261166654255	-6434.435375644155	-32.82579101009978	-6434.435375644155	14.992566917350908	-35.551531356874456	0.16142063338848756	2.7257403467746797	14.992566917350908	0.014486059390557594
1060000	-6469.204611695307	-6437.355527650424	-31.849084044883135	-6437.355527650424	15.007494346182138	-34.574092786034214	0.10682423960081135	2.7250087411510777	15.007494346182138	0.015608019643959557
1061000	-6469.583040981487	-6436.46106622554	-33.12197475594676	-6436.46106622554	14.980393533374242	-35.58438485001845	0.17526481085601686	2.4624100940716924	14.980393533374242	0.01621540175119484
1062000	-6470.162096361181	-6437.967580899996	-32.194515461185254	-6437.967580899996	15.027462369286285	-34.361111000641486	0.1130453787253615	2.1665955394562326	15.027462369286285	0.01521446277331171
1063000	-6467.816614824882	-6435.485198235585	-32.331416589297156	-6435.485198235585	15.027462369286285	-34.49801212875339	0.11241355216174936	2.1665955394562326	15.027462369286285	0.01584000930888122
1064000	-6468.744427281276	-6436.293449570834	-32.450977710442274	-6436.293449570834	14.994704062721903	-35.198481070028706	0.09037920851016475	2.747503359586432	14.994704062721903	0.015366000239507986
1065000	-6467.018292104951	-6434.869542541152	-32.14874956379862	-6434.869542541152	14.996237262224268	-34.90736392825274	0.1502225061296468	2.7586143644541266	14.996237262224268	0.016026668156551814
1066000	-6471.533227268385	-6438.256352375266	-33.27687489311926	-6438.256352375266	15.00745198776934	-36.00239011665702	0.16721998082360653	2.725515223537752	15.00745198776934	0.014520797830053807
1067000	-6469.9247599822775	-6435.661777121943	-34.26298286033533	-6435.661777121943	15.010463177097897	-36.94534132125903	0.1986113699977618	2.6823584609237003	15.010463177097897	0.0150254271223738
1068000	-6470.55756490932	-6437.528748938695	-33.028815970625025	-6437.528748938695	15.015817243139006	-35.59860874711954	0.07836836982654735	2.5697927764945176	15.015817243139006	0.014733983051891981
1069000	-6471.294136567635	-6438.171041759028	-33.12309480860641	-6438.171041759028	15.024144059104817	-35.426687257470164	0.15724770582827452	2.3035924488637556	15.024144059104817	0.015113060915595623
1070000	-6467.327236004256	-6434.424983491726	-32.90225251252946	-6434.424983491726	14.975648803059874	-35.19780879950529	0.088092215382526	2.295556286975831	14.975648803059874	0.014950693187288472
1071000	-6467.2456982568765	-6435.05747852284	-32.18821973403628	-6435.05747852284	15.017128022482677	-34.723465331611884	0.1041045565763182	2.5352455975756025	15.017128022482677	0.015530065711466819
1072000	-6465.7205931636145	-6433.622892132226	-32.09770103138826	-6433.622892132226	14.995534241923405	-34.851687556138586	0.13082005930686144	2.753986524750325	14.995534241923405	0.0153083755107374
1073000	-6470.23507334726	-6438.527217000683	-31.70785634657774	-6438.527217000683	14.991002410414657	-34.41303197280998	0.1079902749938488	2.7051756262322435	14.991002410414657	0.01570168600329032
1074000	-6469.844642617144	-6437.8098076798215	-32.034834937322714	-6437.8098076798215	14.996391888364306	-34.79436108257147	0.11606096682814501	2.7595261452487576	14.996391888364306	0.014887938266786195
1075000	-6467.231199147072	-6434.741604769938	-32.48959437713428	-6434.741604769938	15.02784961791288	-34.63905432372883	0.12174567363007112	2.1494599465945488	15.02784961791288	0.015108504306843334
1076000	-6472.047048435005	-6439.712798195294	-32.33425023971101	-6439.712798195294	15.002813979064086	-35.09785637808178	0.10647055755755597	2.76360613837077	15.002813979064086	0.014445188764335494
1077000	-6467.289319099914	-6434.714142789705	-32.575176310208995	-6434.714142789705	15.022319101196793	-34.94660340853212	0.09452006411199228	2.371427098323125	15.022319101196793	0.015158801710014099
1078000	-6470.338546585642	-6438.022542254745	-32.3160043308972	-6438.022542254745	15.018032153222702	-34.825818411928864	0.09053356513859599	2.5098140810316645	15.018032153222702	0.015624954722616585
1079000	-6470.3096261433075	-6437.21177073492	-33.09785540838775	-6437.21177073492	14.969320025057836	-35.11478763933559	0.08141812729641258	2.016932230947836	14.969320025057836	0.01605146972366005
1080000	-6474.284828309019	-6439.326193372775	-34.95863493624327	-6439.326193372775	14.944734952885549	-35.285195511102515	0.10220066552643957	0.32656057485924217	14.944734952885549	0.015120912447187345
1081000	-6469.01386629523	-6435.32975511442	-33.684111180810575	-6435.32975511442	15.038874769126354	-35.245053962018005	0.1280099136511767	1.5609427812074297	15.038874769126354	0.01472515466052767
1082000	-6468.673549013813	-6436.489461170981	-32.18408784283236	-6436.489461170981	14.985743447110405	-34.79142932350657	0.10781069781101864	2.607341480674207	14.985743447110405	0.01525288884578935
1083000	-6471.731427692248	-6437.3220036208495	-34.40942407139871	-6437.3220036208495	14.950228416627455	-35.19759658317984	0.09525721742477804	0.7881725117811276	14.950228416627455	0.014770214931304848
1084000	-6475.397065923262	-6442.693251686883	-32.70381423637864	-6442.693251686883	15.006828438334923	-35.436453101212834	0.0809338210283547	2.7326388648341906	15.006828438334923	0.015215411444645615
1085000	-6468.34686930192	-6436.328660707078	-32.01820859484291	-6436.328660707078	15.011908368414344	-34.67470212511877	0.12993534775521884	2.6564935302758594	15.011908368414344	0.015076130658775336
1086000	-6471.479201877228	-6439.247317987223	-32.23188389000429	-6439.247317987223	15.005157717378989	-34.98054317206434	0.12018595509905194	2.7486592820600455	15.005157717378989	0.01443474262678158
1087000	-6469.679149724629	-6437.49255913736	-32.186590587268626	-6437.49255913736	15.000489380513532	-34.95633991354827	0.15367466143716751	2.7697493262796438	15.000489380513532	0.01609366727470155
1088000	-6467.914474486967	-6435.745662544249	-32.16881194271824	-6435.745662544249	15.000114690598014	-34.938742340480886	0.1440165060230664	2.7699303977626455	15.000114690598014	0.01585049711020157
1089000	-6471.103045676395	-6438.098687825323	-33.0043578510716	-6438.098687825323	14.967137739449704	-34.910356237200446	0.12326945161520074	1.9059983861288452	14.967137739449704	0.0149538114177217
1090000	-6469.622598740275	-6435.796256191979	-33.82634254829582	-6435.796256191979	15.039813095149384	-35.32821743290596	0.13455260125015348	1.5018748846101393	15.039813095149384	0.014563445707924935
1091000	-6468.426875456873	-6435.864125015575	-32.56275044129809	-6435.864125015575	15.017528178074189	-35.08690174092698	0.08935813405590792	2.5241512996288877	15.017528178074189	0.015358453090808594
1092000	-6470.620158853543	-6438.029152708574	-32.591006144969505	-6438.029152708574	15.008870816498758	-35.297993957595054	0.15658917561523694	2.7069878126255493	15.008870816498758	0.014976525592729165
1093000	-6466.467278645236	-6434.689804931129	-31.777473714106595	-6434.689804931129	14.996989740750065	-34.5401653064144	0.11558040152959588	2.762691592307808	14.996989740750065	0.015250414840481542
1094000	-6470.555063284738	-6437.886985878992	-32.66807740574582	-6437.886985878992	15.015891978578495	-35.23597434014362	0.09590790572840795	2.5678969343977998	15.015891978578495	0.013841304293334878
1095000	-6470.917776006148	-6438.596110877893	-32.32166512825514	-6438.596110877893	14.985845233683536	-34.93132012158544	0.09688893742850474	2.6096549933302993	14.985845233683536	0.015287348826937878
1096000	-6467.7771618972065	-6434.5292284317975	-33.24793346540932	-6434.5292284317975	14.988945206339494	-35.92010761601749	0.17241036474402818	2.672174150608175	14.988945206339494	0.015007637993253104
1097000	-6467.09338785238	-6434.764203510993	-32.329184341386984	-6434.764203510993	14.977881428610065	-34.70774030203092	0.11742030988480327	2.3785559606439346	14.977881428610065	0.014759206818004137
1098000	-6467.797168877048	-6435.178232968532	-32.618935908515155	-6435.178232968532	15.012020925343974	-35.273274712524106	0.09139916435285302	2.6543388040089546	15.012020925343974	0.01473235473311327
1099000	-6470.519843520722	-6436.415228185617	-34.10461533510568	-6436.415228185617	15.003866211670054	-36.86259818187281	0.19787267431262112	2.7579828467671326	15.003866211670054	0.015414430738476197
1100000	-6469.204129284626	-6436.964802884197	-32.23932640042983	-6436.964802884197	14.993824162718957	-34.97875454844156	0.1271211439404964	2.739428148011723	14.993824162718957	0.014198143579550746
1101000	-6472.644715230485	-6440.413545663731	-32.23116956675396	-6440.413545663731	14.993051206198402	-34.96248189942552	0.15826975526391177	2.73131233267156	14.993051206198402	0.014993602019512841
1102000	-6472.3285226951275	-6440.364391515942	-31.964131179185895	-6440.364391515942	14.993051206198402	-34.695443511857455	0.09761285807263344	2.73131233267156	14.993051206198402	0.016427224382793752
1103000	-6471.9435963605965	-6439.709108552087	-32.23448780850969	-6439.709108552087	14.987536505471255	-34.8801577727245	0.11204142258859155	2.6456699642148105	14.987536505471255	0.015245799308414732
1104000	-6469.032280444671	-6436.251218266183	-32.7810621784888	-6436.251218266183	14.998091892782643	-35.54809040087572	0.15105240891666635	2.76702822238692	14.998091892782643	0.014648486037622041
1105000	-6469.761342788854	-6436.5731562134315	-33.188186575421724	-6436.5731562134315	15.014668414579248	-35.78599758731604	0.08214440283989982	2.597811011894314	15.014668414579248	0.01378762873842952
1106000	-6467.512706398369	-6435.04007242584	-32.47263397252928	-6435.04007242584	14.986296665735084	-35.09234979745773	0.13472743315969035	2.619715824928452	14.986296665735084	0.015206353853229824
1107000	-6470.074321396277	-6437.215002021825	-32.85931937445204	-6437.215002021825	14.981597677256493	-35.35834390947636	0.11250930325875924	2.499024535024319	14.981597677256493	0.014117757292734429
1108000	-6469.574640713821	-6437.055997209671	-32.51864350415026	-6437.055997209671	14.982125471702288	-35.032985415566955	0.15173662577409455	2.5143419114166927	14.982125471702288	0.015135586828034113
1109000	-6470.87358558778	-6438.428584445717	-32.44500114206289	-6438.428584445717	14.998325532207582	-35.212698989061884	0.12844544535840588	2.7676978469989884	14.998325532207582	0.014799502270966707
1110000	-6472.811721147203	-6440.059233276937	-32.75248787026516	-6440.059233276937	14.983236512614392	-35.29761718371247	0.1389304709955487	2.545129313447302	14.983236512614392	0.014766995986355776
1111000	-6469.426989481698	-6436.93436850694	-32.492620974758644	-6436.93436850694	14.977906171443664	-34.872052087446484	0.09037187649422992	2.379431112687837	14.977906171443664	0.015417139010602501
1112000	-6466.15361243743	-6433.844577338791	-32.30903509863824	-6433.844577338791	15.009493765361448	-35.00687075495692	0.10115752745078048	2.6978356563186803	15.009493765361448	0.015466100270134902
1113000	-6471.981435198	-6439.757762293603	-32.22367290439677	-6439.757762293603	14.988401484714418	-34.88599337984213	0.139908001273402	2.662320475445352	14.988401484714418	0.01593982610655652
1114000	-6469.646483633246	-6436.257090600021	-33.38939303322555	-6436.257090600021	15.035891689066496	-35.128763278898006	0.17041652069966395	1.739370245672455	15.035891689066496	0.01532930344623272
1115000	-6469.923003732507	-6437.987539241175	-31.93546449133208	-6437.987539241175	15.002748256973886	-34.69936307912573	0.09638885141533135	2.7638985877936526	15.002748256973886	0.014881035512417715
